Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb927.9.13820,Tb927.9.13820:mRNA,kinetoplastid membrane protein 11-3,protein coding,Tb927.9.13820,1,446,Tb927_09_v5.1:2179681..2179959(-),"Tb927_09_v5.1:2,179,563..2,180,008(-)",KMP11-3
Tb927.9.13860,Tb927.9.13860:mRNA,kinetoplastid membrane protein 11-2,protein coding,Tb927.9.13860,1,456,Tb927_09_v5.1:2180274..2180552(-),"Tb927_09_v5.1:2,180,146..2,180,601(-)",KMP11-2
Tb927.9.1390,Tb927.9.1390:mRNA,"CSL zinc finger, putative",protein coding,Tb927.9.1390,1,381,Tb927_09_v5.1:345294..345542(-),"Tb927_09_v5.1:345,294..345,674(-)",N/A
Tb927.9.13920,Tb927.9.13920:mRNA,kinetoplastid membrane protein 11-1,protein coding,Tb927.9.13920,1,446,Tb927_09_v5.1:2180847..2181125(-),"Tb927_09_v5.1:2,180,729..2,181,174(-)",KMP11-1
Tb927.9.13970,Tb927.9.13970:mRNA,KKT-interacting protein 9,protein coding,Tb927.9.13970,1,1851,Tb927_09_v5.1:2181386..2182405(-),"Tb927_09_v5.1:2,181,318..2,183,168(-)",KKIP9
Tb927.9.13990,Tb927.9.13990:mRNA,"RNA-binding protein, putative",protein coding,Tb927.9.13990,1,4635,Tb927_09_v5.1:2186949..2187866(-),"Tb927_09_v5.1:2,183,493..2,188,127(-)",DRBD2
Tb927.9.1400,Tb927.9.1400:mRNA,"kynurenine 3-monooxygenase, putative",protein coding,Tb927.9.1400,1,1392,Tb927_09_v5.1:345924..347294(-),"Tb927_09_v5.1:345,924..347,315(-)",N/A
Tb927.9.14000,Tb927.9.14000:mRNA,"60S ribosomal protein L12, putative",protein coding,Tb927.9.14000,1,576,Tb927_09_v5.1:2188911..2189405(-),"Tb927_09_v5.1:2,188,849..2,189,424(-)",N/A
Tb927.9.14030,Tb927.9.14030:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14030,1,2508,Tb927_09_v5.1:2189790..2192069(-),"Tb927_09_v5.1:2,189,565..2,192,072(-)",N/A
Tb927.9.14040,Tb927.9.14040:mRNA,"short-chain dehydrogenase, putative",protein coding,Tb927.9.14040,1,1609,Tb927_09_v5.1:2192433..2193713(-),"Tb927_09_v5.1:2,192,195..2,193,803(-)",N/A
Tb927.9.14050,Tb927.9.14050:mRNA,"Lipase (class 3), putative",protein coding,Tb927.9.14050,1,1788,Tb927_09_v5.1:2194108..2195682(-),"Tb927_09_v5.1:2,194,108..2,195,895(-)",N/A
Tb927.9.14070,Tb927.9.14070:mRNA,"short-chain dehydrogenase, putative",protein coding,Tb927.9.14070,1,1989,Tb927_09_v5.1:2196537..2197928(-),"Tb927_09_v5.1:2,196,053..2,198,041(-)",N/A
Tb927.9.14080,Tb927.9.14080:mRNA,"vesicle-associated membrane protein, putative",protein coding,Tb927.9.14080,1,1135,Tb927_09_v5.1:2199227..2199844(-),"Tb927_09_v5.1:2,199,227..2,200,361(-)",N/A
Tb927.9.1410,Tb927.9.1410:mRNA,SUMO-interacting motif-containing protein,protein coding,Tb927.9.1410,1,2038,Tb927_09_v5.1:347597..349438(-),"Tb927_09_v5.1:347,440..349,477(-)",N/A
Tb927.9.14100,Tb927.9.14100:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14100,1,1366,Tb927_09_v5.1:2201503..2202447(-),"Tb927_09_v5.1:2,201,119..2,202,484(-)",N/A
Tb927.9.14120,Tb927.9.14120:mRNA,"NLI interacting factor-like phosphatase, putative",protein coding,Tb927.9.14120,1,3674,Tb927_09_v5.1:2204825..2206420(-),"Tb927_09_v5.1:2,203,304..2,206,977(-)",N/A
Tb927.9.14130,Tb927.9.14130:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14130,1,2885,Tb927_09_v5.1:2207984..2209546(-),"Tb927_09_v5.1:2,206,848..2,209,732(-)",N/A
Tb927.9.14140,Tb927.9.14140:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14140,1,1415,Tb927_09_v5.1:2210499..2211134(-),"Tb927_09_v5.1:2,210,215..2,211,629(-)",N/A
Tb927.9.14160,Tb927.9.14160:mRNA,"rieske iron-sulfur protein, mitochondrial precursor",protein coding,Tb927.9.14160,1,1071,Tb927_09_v5.1:2213001..2213894(-),"Tb927_09_v5.1:2,213,001..2,214,071(-)",RISP
Tb927.9.14170,Tb927.9.14170:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14170,1,2669,Tb927_09_v5.1:2214585..2216552(-),"Tb927_09_v5.1:2,213,919..2,216,587(-)",N/A
Tb927.9.14180,Tb927.9.14180:mRNA,"chaperone protein DnaJ, putative",protein coding,Tb927.9.14180,1,1396,Tb927_09_v5.1:2216926..2217894(-),"Tb927_09_v5.1:2,216,718..2,218,113(-)",J39
Tb927.9.14190,Tb927.9.14190:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14190,1,4693,Tb927_09_v5.1:2218726..2222757(-),"Tb927_09_v5.1:2,218,114..2,222,806(-)",N/A
Tb927.9.1420,Tb927.9.1420:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1420,1,937,Tb927_09_v5.1:349937..350863(-),"Tb927_09_v5.1:349,937..350,873(-)",N/A
Tb927.9.14200,Tb927.9.14200:mRNA,"methyltransferase domain containing protein, putative",protein coding,Tb927.9.14200,1,1269,Tb927_09_v5.1:2223485..2224645(-),"Tb927_09_v5.1:2,223,485..2,224,753(-)",N/A
Tb927.9.14220,Tb927.9.14220:mRNA,"metacaspase 5, putative",protein coding,Tb927.9.14220,1,2354,Tb927_09_v5.1:2225670..2227172(-),"Tb927_09_v5.1:2,224,877..2,227,230(-)",MCA5
Tb927.9.14230,Tb927.9.14230:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14230,1,721,Tb927_09_v5.1:2228300..2228878(-),"Tb927_09_v5.1:2,228,300..2,229,020(-)",N/A
Tb927.9.14240,Tb927.9.14240:mRNA,Nucleoporin NUP82,protein coding,Tb927.9.14240,1,2739,Tb927_09_v5.1:2229719..2231977(-),"Tb927_09_v5.1:2,229,309..2,232,047(-)",NUP82
Tb927.9.14260,Tb927.9.14260:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14260,1,3034,Tb927_09_v5.1:2232528..2235035(-),"Tb927_09_v5.1:2,232,163..2,235,196(-)",N/A
Tb927.9.14280,Tb927.9.14280:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14280,1,5323,Tb927_09_v5.1:2235925..2241051(-),"Tb927_09_v5.1:2,235,925..2,241,247(-)",N/A
Tb927.9.14290,Tb927.9.14290:mRNA,Cytokinesis initiation factor 2,protein coding,Tb927.9.14290,1,1698,Tb927_09_v5.1:2241634..2243040(-),"Tb927_09_v5.1:2,241,378..2,243,075(-)",CIF2
Tb927.9.14300,Tb927.9.14300:mRNA,"5-azacytidine-induced protein 1, putative",protein coding,Tb927.9.14300,1,2168,Tb927_09_v5.1:2243287..2245269(-),"Tb927_09_v5.1:2,243,206..2,245,373(-)",AZI1
Tb927.9.14330,Tb927.9.14330:mRNA,"mismatch repair protein PMS1, putative",protein coding,Tb927.9.14330,1,2700,Tb927_09_v5.1:2245647..2248013(-),"Tb927_09_v5.1:2,245,479..2,248,178(-)",N/A
Tb927.9.14370,Tb927.9.14370:mRNA,"60S ribosomal protein L26, putative",protein coding,Tb927.9.14370,1,576,Tb927_09_v5.1:2248445..2248876(-),"Tb927_09_v5.1:2,248,319..2,248,894(-)",N/A
Tb927.9.1440,Tb927.9.1440:mRNA,"Paraquat-inducible protein A, putative",protein coding,Tb927.9.1440,1,2628,Tb927_09_v5.1:352475..354928(-),"Tb927_09_v5.1:352,475..355,102(-)",N/A
Tb927.9.14400,Tb927.9.14400:mRNA,"leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.9.14400,1,1191,Tb927_09_v5.1:2249998..2251080(-),"Tb927_09_v5.1:2,249,998..2,251,188(-)",N/A
Tb927.9.14410,Tb927.9.14410:mRNA,"RNA 3'-terminal phosphate cyclase, putative",protein coding,Tb927.9.14410,1,1229,Tb927_09_v5.1:2251518..2252606(-),"Tb927_09_v5.1:2,251,391..2,252,619(-)",N/A
Tb927.9.14420,Tb927.9.14420:mRNA,"Peptidyl-prolyl cis-trans isomerase C, mitochondrial, putative",protein coding,Tb927.9.14420,1,1571,Tb927_09_v5.1:2253017..2254171(-),"Tb927_09_v5.1:2,252,786..2,254,356(-)",PPIase
Tb927.9.14430,Tb927.9.14430:mRNA,Casein kinase II,protein coding,Tb927.9.14430,1,1475,Tb927_09_v5.1:2255018..2256067(-),"Tb927_09_v5.1:2,254,610..2,256,084(-)",CK2A1
Tb927.9.14440,Tb927.9.14440:mRNA,hypothetical protein,protein coding,Tb927.9.14440,1,1088,Tb927_09_v5.1:2256511..2257167(-),"Tb927_09_v5.1:2,256,229..2,257,316(-)",N/A
Tb927.9.14470,Tb927.9.14470:mRNA,"ubiquitin carboxyl-terminal hydrolase, putative",protein coding,Tb927.9.14470,1,3592,Tb927_09_v5.1:2257508..2260993(-),"Tb927_09_v5.1:2,257,416..2,261,007(-)",N/A
Tb927.9.14480,Tb927.9.14480:mRNA,"dynein-associated protein, putative",protein coding,Tb927.9.14480,1,1356,Tb927_09_v5.1:2261343..2261639(-),"Tb927_09_v5.1:2,261,144..2,262,499(-)",N/A
Tb927.9.14530,Tb927.9.14530:mRNA,"Protein of unknown function (DUF1181), putative",protein coding,Tb927.9.14530,1,993,Tb927_09_v5.1:2267603..2268166(+),"Tb927_09_v5.1:2,267,369..2,268,361(+)",N/A
Tb927.9.14540,Tb927.9.14540:pseudogenic_transcript,"leucine-rich repeat protein (LRRP, pseudogene), putative",protein coding,Tb927.9.14540,1,3419,Tb927_09_v5.1:2268396..2271812(+),"Tb927_09_v5.1:2,268,388..2,271,812(+)",N/A
Tb927.9.14570,Tb927.9.14570:mRNA,"leucine-rich repeat protein (LRRP), putative",protein coding,Tb927.9.14570,1,1874,Tb927_09_v5.1:2276594..2278426(+),"Tb927_09_v5.1:2,276,553..2,278,426(+)",N/A
Tb927.9.14600,Tb927.9.14600:mRNA,"iron/ascorbate oxidoreductase family protein, putative",protein coding,Tb927.9.14600,1,2424,Tb927_09_v5.1:2284393..2285376(+),"Tb927_09_v5.1:2,282,953..2,285,376(+)",N/A
Tb927.9.14650,Tb927.9.14650:mRNA,"SLACS retrotransposable element (part), putative (pseudogene)",protein coding,Tb927.9.14650,1,3351,Tb927_09_v5.1:2289698..2293048(+),"Tb927_09_v5.1:2,289,698..2,293,048(+)",N/A
Tb927.9.14660,Tb927.9.14660:mRNA,"SLACS reverse transcriptase, putative (pseudogene)",protein coding,Tb927.9.14660,1,2118,Tb927_09_v5.1:2293002..2295119(+),"Tb927_09_v5.1:2,293,002..2,295,119(+)",N/A
Tb927.9.1470,Tb927.9.1470:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1470,1,604,Tb927_09_v5.1:355382..355852(-),"Tb927_09_v5.1:355,267..355,870(-)",N/A
Tb927.9.14940,Tb927.9.14940:mRNA,"SLACS reverse transcriptase, putative",protein coding,Tb927.9.14940,1,2530,Tb927_09_v5.1:2337674..2339053(-),"Tb927_09_v5.1:2,336,966..2,339,495(-)",N/A
Tb927.9.14990,Tb927.9.14990:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.14990,1,691,Tb927_09_v5.1:2341488..2341910(+),"Tb927_09_v5.1:2,341,447..2,342,137(+)",N/A
Tb927.9.1500,Tb927.9.1500:mRNA,"Serine/threonine-protein kinase NEK15, putative",protein coding,Tb927.9.1500,1,1781,Tb927_09_v5.1:356324..357721(-),"Tb927_09_v5.1:355,989..357,769(-)",NEK15
Tb927.9.15000,Tb927.9.15000:mRNA,"proteasome complex subunit Rpn13 ubiquitin receptor, putative",protein coding,Tb927.9.15000,1,977,Tb927_09_v5.1:2342271..2343026(+),"Tb927_09_v5.1:2,342,248..2,343,224(+)",N/A
Tb927.9.15010,Tb927.9.15010:mRNA,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",protein coding,Tb927.9.15010,1,714,Tb927_09_v5.1:2343293..2343907(+),"Tb927_09_v5.1:2,343,266..2,343,979(+)",N/A
Tb927.9.15020,Tb927.9.15020.1:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15020,2,962,Tb927_09_v5.1:2345176..2346060(+),"Tb927_09_v5.1:2,344,041..2,346,129(+)",N/A
Tb927.9.15020,Tb927.9.15020.2:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15020,2,2089,Tb927_09_v5.1:2344978..2346060(+),"Tb927_09_v5.1:2,344,041..2,346,129(+)",N/A
Tb927.9.15030,Tb927.9.15030:mRNA,"DNA polymerase epsilon subunit B, putative",protein coding,Tb927.9.15030,1,1618,Tb927_09_v5.1:2346258..2347865(+),"Tb927_09_v5.1:2,346,248..2,347,865(+)",N/A
Tb927.9.15040,Tb927.9.15040:mRNA,"DTW domain containing protein, putative",protein coding,Tb927.9.15040,1,867,Tb927_09_v5.1:2348107..2348949(+),"Tb927_09_v5.1:2,348,083..2,348,949(+)",N/A
Tb927.9.15050,Tb927.9.15050:mRNA,nexin-dynein regulatory complex 4,protein coding,Tb927.9.15050,1,1424,Tb927_09_v5.1:2349174..2350559(+),"Tb927_09_v5.1:2,349,136..2,350,559(+)",DRC4
Tb927.9.15060,Tb927.9.15060:mRNA,"rRNA processing protein, putative",protein coding,Tb927.9.15060,1,805,Tb927_09_v5.1:2350841..2351596(+),"Tb927_09_v5.1:2,350,792..2,351,596(+)",N/A
Tb927.9.15070,Tb927.9.15070:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15070,1,2950,Tb927_09_v5.1:2352212..2354425(+),"Tb927_09_v5.1:2,352,052..2,355,001(+)",N/A
Tb927.9.15080,Tb927.9.15080:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15080,1,754,Tb927_09_v5.1:2355341..2355688(+),"Tb927_09_v5.1:2,355,234..2,355,987(+)",N/A
Tb927.9.15090,Tb927.9.15090:mRNA,"cytosolic coat protein, putative",protein coding,Tb927.9.15090,1,1139,Tb927_09_v5.1:2356154..2356813(+),"Tb927_09_v5.1:2,356,115..2,357,253(+)",N/A
Tb927.9.1510,Tb927.9.1510:mRNA,"D-ala D-ala ligase C-terminus/SET domain containing protein, putative",protein coding,Tb927.9.1510,1,1905,Tb927_09_v5.1:358685..360178(-),"Tb927_09_v5.1:358,346..360,250(-)",N/A
Tb927.9.15100,Tb927.9.15100:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15100,1,1395,Tb927_09_v5.1:2357421..2358773(+),"Tb927_09_v5.1:2,357,402..2,358,796(+)",N/A
Tb927.9.15110,Tb927.9.15110:mRNA,"60S ribosomal protein L5, putative",protein coding,Tb927.9.15110,1,1117,Tb927_09_v5.1:2359123..2360049(+),"Tb927_09_v5.1:2,359,090..2,360,206(+)",N/A
Tb927.9.15170,Tb927.9.15170:mRNA,"60S ribosomal protein L5, putative",protein coding,Tb927.9.15170,1,1021,Tb927_09_v5.1:2360401..2361327(+),"Tb927_09_v5.1:2,360,382..2,361,402(+)",L5
Tb927.9.15190,Tb927.9.15190:mRNA,"ribosomal protein L15, putative",protein coding,Tb927.9.15190,1,730,Tb927_09_v5.1:2361569..2362183(+),"Tb927_09_v5.1:2,361,556..2,362,285(+)",N/A
Tb927.9.1520,Tb927.9.1520:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1520,1,457,Tb927_09_v5.1:361377..361634(-),"Tb927_09_v5.1:361,294..361,750(-)",N/A
Tb927.9.15210,Tb927.9.15210:mRNA,"ribosomal protein L36, putative",protein coding,Tb927.9.15210,1,415,Tb927_09_v5.1:2362520..2362849(+),"Tb927_09_v5.1:2,362,505..2,362,919(+)",N/A
Tb927.9.15230,Tb927.9.15230:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15230,1,2066,Tb927_09_v5.1:2363912..2365168(+),"Tb927_09_v5.1:2,363,103..2,365,168(+)",N/A
Tb927.9.15240,Tb927.9.15240:mRNA,"ATP11 protein, putative",protein coding,Tb927.9.15240,1,784,Tb927_09_v5.1:2365598..2366344(+),"Tb927_09_v5.1:2,365,561..2,366,344(+)",N/A
Tb927.9.15260,Tb927.9.15260:mRNA,"ubx domain containing protein, putative",protein coding,Tb927.9.15260,1,1399,Tb927_09_v5.1:2367304..2368251(+),"Tb927_09_v5.1:2,367,234..2,368,632(+)",N/A
Tb927.9.15270,Tb927.9.15270:mRNA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",protein coding,Tb927.9.15270,1,1648,Tb927_09_v5.1:2368784..2370415(+),"Tb927_09_v5.1:2,368,768..2,370,415(+)",N/A
Tb927.9.15290,Tb927.9.15290:mRNA,"CHAT domain containing protein, putative",protein coding,Tb927.9.15290,1,4204,Tb927_09_v5.1:2370992..2375128(+),"Tb927_09_v5.1:2,370,925..2,375,128(+)",N/A
Tb927.9.1530,Tb927.9.1530:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1530,1,2266,Tb927_09_v5.1:362158..364362(-),"Tb927_09_v5.1:362,122..364,387(-)",N/A
Tb927.9.15320,Tb927.9.15320:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15320,1,2170,Tb927_09_v5.1:2377089..2377391(+),"Tb927_09_v5.1:2,376,188..2,378,357(+)",N/A
Tb927.9.15330,Tb927.9.15330:mRNA,"U3 small nucleolar RNA-associated protein 6, putative",protein coding,Tb927.9.15330,1,2909,Tb927_09_v5.1:2378760..2381453(+),"Tb927_09_v5.1:2,378,596..2,381,504(+)",N/A
Tb927.9.15350,Tb927.9.15350:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15350,1,2148,Tb927_09_v5.1:2381852..2383918(+),"Tb927_09_v5.1:2,381,771..2,383,918(+)",N/A
Tb927.9.15360,Tb927.9.15360:mRNA,"40S ribosomal protein S6, putative",protein coding,Tb927.9.15360,1,884,Tb927_09_v5.1:2384346..2385098(+),"Tb927_09_v5.1:2,384,322..2,385,205(+)",N/A
Tb927.9.15380,Tb927.9.15380:mRNA,nadh-ubiquinone oxidoreductase 39 kda subunit,protein coding,Tb927.9.15380,1,3497,Tb927_09_v5.1:2385929..2387050(+),"Tb927_09_v5.1:2,385,699..2,389,195(+)",NDUFA9
Tb927.9.1540,Tb927.9.1540:mRNA,"protein phosphatase 2B, putative",protein coding,Tb927.9.1540,1,2109,Tb927_09_v5.1:365301..366596(-),"Tb927_09_v5.1:364,533..366,641(-)",N/A
Tb927.9.15400,Tb927.9.15400:mRNA,"ankyrin-repeat protein, putative",protein coding,Tb927.9.15400,1,9440,Tb927_09_v5.1:2389396..2398542(+),"Tb927_09_v5.1:2,389,353..2,398,792(+)",N/A
Tb927.9.15420,Tb927.9.15420:mRNA,60S ribosomal protein L32,protein coding,Tb927.9.15420,1,809,Tb927_09_v5.1:2399675..2400073(+),"Tb927_09_v5.1:2,399,652..2,400,460(+)",N/A
Tb927.9.15450,Tb927.9.15450:mRNA,"Domain of unknown function (DUF4205), putative",protein coding,Tb927.9.15450,1,2816,Tb927_09_v5.1:2401615..2403249(+),"Tb927_09_v5.1:2,400,978..2,403,793(+)",N/A
Tb927.9.15460,Tb927.9.15460:mRNA,"calcium motive p-type ATPase, putative",protein coding,Tb927.9.15460,1,5020,Tb927_09_v5.1:2404148..2407273(+),"Tb927_09_v5.1:2,403,896..2,408,915(+)",N/A
Tb927.9.15470,Tb927.9.15470:mRNA,"kinesin, putative",protein coding,Tb927.9.15470,1,2812,Tb927_09_v5.1:2409699..2411744(+),"Tb927_09_v5.1:2,409,432..2,412,243(+)",N/A
Tb927.9.15480,Tb927.9.15480:mRNA,hypothetical protein,protein coding,Tb927.9.15480,1,2866,Tb927_09_v5.1:2413332..2414984(+),"Tb927_09_v5.1:2,413,055..2,415,920(+)",N/A
Tb927.9.15490,Tb927.9.15490:mRNA,"ADP-ribosylation factor GTPase activating protein, putative",protein coding,Tb927.9.15490,1,1577,Tb927_09_v5.1:2416469..2417710(+),"Tb927_09_v5.1:2,416,134..2,417,710(+)",N/A
Tb927.9.15510,Tb927.9.15510:mRNA,BARP protein,protein coding,Tb927.9.15510,1,1427,Tb927_09_v5.1:2420556..2421446(+),"Tb927_09_v5.1:2,420,500..2,421,926(+)",BARP
Tb927.9.15520,Tb927.9.15520:mRNA,BARP protein,protein coding,Tb927.9.15520,1,839,Tb927_09_v5.1:2422457..2423239(+),"Tb927_09_v5.1:2,422,401..2,423,239(+)",BARP
Tb927.9.15530,Tb927.9.15530:mRNA,BARP protein,protein coding,Tb927.9.15530,1,1325,Tb927_09_v5.1:2424252..2425034(+),"Tb927_09_v5.1:2,424,196..2,425,520(+)",BARP
Tb927.9.15540,Tb927.9.15540:mRNA,BARP protein,protein coding,Tb927.9.15540,1,1417,Tb927_09_v5.1:2426051..2426923(+),"Tb927_09_v5.1:2,425,995..2,427,411(+)",BARP
Tb927.9.15550,Tb927.9.15550:mRNA,BARP protein,protein coding,Tb927.9.15550,1,1414,Tb927_09_v5.1:2427942..2428814(+),"Tb927_09_v5.1:2,427,886..2,429,299(+)",BARP
Tb927.9.15560,Tb927.9.15560:mRNA,BARP protein,protein coding,Tb927.9.15560,1,1307,Tb927_09_v5.1:2429829..2430596(+),"Tb927_09_v5.1:2,429,773..2,431,079(+)",BARP
Tb927.9.15570,Tb927.9.15570:mRNA,BARP protein,protein coding,Tb927.9.15570,1,1378,Tb927_09_v5.1:2431610..2432446(+),"Tb927_09_v5.1:2,431,554..2,432,931(+)",BARP
Tb927.9.15580,Tb927.9.15580:mRNA,BARP protein,protein coding,Tb927.9.15580,1,1313,Tb927_09_v5.1:2433462..2434229(+),"Tb927_09_v5.1:2,433,406..2,434,718(+)",BARP
Tb927.9.15590,Tb927.9.15590:mRNA,BARP protein,protein coding,Tb927.9.15590,1,1466,Tb927_09_v5.1:2435249..2436229(+),"Tb927_09_v5.1:2,435,193..2,436,658(+)",BARP
Tb927.9.1560,Tb927.9.1560:mRNA,"DnaJ domain containing protein, putative",protein coding,Tb927.9.1560,1,1751,Tb927_09_v5.1:367175..368569(-),"Tb927_09_v5.1:366,848..368,598(-)",J73
Tb927.9.15600,Tb927.9.15600:mRNA,BARP protein,protein coding,Tb927.9.15600,1,1322,Tb927_09_v5.1:2437189..2437971(+),"Tb927_09_v5.1:2,437,133..2,438,454(+)",BARP
Tb927.9.15610,Tb927.9.15610:mRNA,BARP protein,protein coding,Tb927.9.15610,1,1322,Tb927_09_v5.1:2438985..2439767(+),"Tb927_09_v5.1:2,438,929..2,440,250(+)",BARP
Tb927.9.15620,Tb927.9.15620:mRNA,BARP protein,protein coding,Tb927.9.15620,1,1301,Tb927_09_v5.1:2440781..2441545(+),"Tb927_09_v5.1:2,440,725..2,442,025(+)",BARP
Tb927.9.15630,Tb927.9.15630:mRNA,BARP protein,protein coding,Tb927.9.15630,1,1324,Tb927_09_v5.1:2442556..2443341(+),"Tb927_09_v5.1:2,442,500..2,443,823(+)",BARP
Tb927.9.15640,Tb927.9.15640:mRNA,BARP protein,protein coding,Tb927.9.15640,1,1311,Tb927_09_v5.1:2444354..2445136(+),"Tb927_09_v5.1:2,444,298..2,445,608(+)",BARP
Tb927.9.15650,Tb927.9.15650:mRNA,hypothetical protein,protein coding,Tb927.9.15650,1,1722,Tb927_09_v5.1:2446314..2447354(+),"Tb927_09_v5.1:2,446,252..2,447,973(+)",N/A
Tb927.9.15660,Tb927.9.15660:mRNA,procyclic-enriched flagellar receptor adenylate cyclase 6,protein coding,Tb927.9.15660,1,7837,Tb927_09_v5.1:2449024..2452752(+),"Tb927_09_v5.1:2,448,922..2,456,758(+)",ACP6
Tb927.9.15680,Tb927.9.15680:pseudogenic_transcript,expression site-associated gene 6 (ESAG6),protein coding,Tb927.9.15680,1,1241,Tb927_09_v5.1:2457071..2458306(+),"Tb927_09_v5.1:2,457,066..2,458,306(+)",ESAG6
Tb927.9.1570,Tb927.9.1570:mRNA,"calcium/calmodulin-dependent protein kinase, putative",protein coding,Tb927.9.1570,1,1477,Tb927_09_v5.1:370168..371634(-),"Tb927_09_v5.1:370,168..371,644(-)",N/A
Tb927.9.15720,Tb927.9.15720:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15720,1,3541,Tb927_09_v5.1:2474306..2474671(+),"Tb927_09_v5.1:2,471,131..2,474,671(+)",N/A
Tb927.9.15750,Tb927.9.15750:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15750,1,1291,Tb927_09_v5.1:2482763..2483128(+),"Tb927_09_v5.1:2,481,838..2,483,128(+)",N/A
Tb927.9.15760,Tb927.9.15760:mRNA,"variant surface glycoprotein (VSG)-related, putative",protein coding,Tb927.9.15760,1,1450,Tb927_09_v5.1:2486628..2488052(+),"Tb927_09_v5.1:2,486,603..2,488,052(+)",N/A
Tb927.9.15780,Tb927.9.15780:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15780,1,1291,Tb927_09_v5.1:2491245..2491610(+),"Tb927_09_v5.1:2,490,320..2,491,610(+)",N/A
Tb927.9.15790,Tb927.9.15790:mRNA,"variant surface glycoprotein (VSG)-related, putative",protein coding,Tb927.9.15790,1,3120,Tb927_09_v5.1:2495100..2496521(+),"Tb927_09_v5.1:2,493,402..2,496,521(+)",N/A
Tb927.9.15810,Tb927.9.15810:mRNA,"retrotransposon hot spot protein 3 (RHS3), putative",protein coding,Tb927.9.15810,1,1827,Tb927_09_v5.1:2500454..2502226(-),"Tb927_09_v5.1:2,500,454..2,502,280(-)",N/A
Tb927.9.15820,Tb927.9.15820:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.15820,1,1435,Tb927_09_v5.1:2504107..2504601(-),"Tb927_09_v5.1:2,504,107..2,505,541(-)",N/A
Tb927.9.15850,Tb927.9.15850:mRNA,hypothetical protein,protein coding,Tb927.9.15850,1,4082,Tb927_09_v5.1:2509466..2510152(-),"Tb927_09_v5.1:2,506,253..2,510,334(-)",N/A
Tb927.9.15870,Tb927.9.15870:mRNA,hypothetical protein,protein coding,Tb927.9.15870,1,1185,Tb927_09_v5.1:2511585..2512283(-),"Tb927_09_v5.1:2,511,377..2,512,561(-)",N/A
Tb927.9.15890,Tb927.9.15890:mRNA,"expression site-associated gene 5 (ESAG5) protein, putative",protein coding,Tb927.9.15890,1,1721,Tb927_09_v5.1:2516145..2517602(-),"Tb927_09_v5.1:2,515,950..2,517,670(-)",N/A
Tb927.9.1590,Tb927.9.1590:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1590,1,750,Tb927_09_v5.1:372433..372855(-),"Tb927_09_v5.1:372,145..372,894(-)",N/A
Tb927.9.15930,Tb927.9.15930:mRNA,"small GTPase, putative",protein coding,Tb927.9.15930,1,1088,Tb927_09_v5.1:2524968..2525987(+),"Tb927_09_v5.1:2,524,900..2,525,987(+)",RAB1B
Tb927.9.15940,Tb927.9.15940:mRNA,"expression site-associated gene 3 (ESAG3) protein, putative",protein coding,Tb927.9.15940,1,1229,Tb927_09_v5.1:2526399..2527586(+),"Tb927_09_v5.1:2,526,358..2,527,586(+)",N/A
Tb927.9.15980,Tb927.9.15980:mRNA,"nucleoside transporter 1, putative",protein coding,Tb927.9.15980,1,3181,Tb927_09_v5.1:2533450..2534898(-),"Tb927_09_v5.1:2,531,762..2,534,942(-)",AT-A
Tb927.9.1600,Tb927.9.1600:mRNA,"hypothetical protein, conserved",protein coding,Tb927.9.1600,1,5911,Tb927_09_v5.1:374226..379043(-),"Tb927_09_v5.1:373,300..379,210(-)",TZP182
