"","howick_p_val","howick_avg_log2FC","howick_pct.1","howick_pct.2","howick_p_val_adj","hutchinson_p_val","hutchinson_avg_log2FC","hutchinson_pct.1","hutchinson_pct.2","hutchinson_p_val_adj","max_pval","minimump_p_val","gene_id","prod_desc","gene_name"
"Tb927.11.9040",2.88099965104246e-09,0.561447444234551,0.222,0.032,2.67875347553928e-05,2.32526767124354e-14,1.1305338472249,0.229,0.066,2.16203388072224e-10,2.88099965104246e-09,4.65053534248701e-14,"Tb927.11.9040","conserved protein","N/A"
"Tb927.9.9660",0.000247520472526188,1.30712556351282,0.104,0.02,1,2.36540691340497e-14,0.278049272839069,0.147,0.03,2.19935534808394e-10,0.000247520472526188,4.73081382680989e-14,"Tb927.9.9660","Mitochondrial import receptor subunit ATOM40","ATOM40"
"Tb927.4.3450",2.51718130520809e-14,1.68976562408297,0.363,0.063,2.34047517758249e-10,4.73008635985166e-14,0.397770154994831,0.271,0.089,4.39803429739007e-10,4.73008635985166e-14,5.03436261041611e-14,"Tb927.4.3450","Mitochondrial ATP synthase subunit, putative","N/A"
"Tb927.10.11300",2.09835154137411e-12,1.82588324216844,0.415,0.111,1.95104726316965e-08,2.63579719573115e-14,1.07293232854492,0.547,0.301,2.45076423259083e-10,2.09835154137411e-12,5.27159439146223e-14,"Tb927.10.11300","paraflagellar rod component, putative","PFC16"
"Tb927.10.7500",3.89416885730532e-05,1.66160762183402,0.289,0.115,0.362079820352248,3.18535621073382e-14,0.377193165640553,0.176,0.042,2.96174420474031e-10,3.89416885730532e-05,6.37071242146754e-14,"Tb927.10.7500","fibrillarin","NOP1"
"Tb927.10.12900",8.0801501614287e-06,1.04830424339702,0.133,0.02,0.075129236200964,3.34103908364891e-14,0.346738521916209,0.124,0.022,3.10649813997676e-10,8.0801501614287e-06,6.6820781672977e-14,"Tb927.10.12900","Complex 1 protein (LYR family), putative","N/A"
"Tb927.10.1420",0.000167765145747351,1.27771664206538,0.2,0.075,1,3.50773710470616e-14,0.483943801530041,0.182,0.045,3.26149395995579e-10,0.000167765145747351,7.01547420941218e-14,"Tb927.10.1420","metallo-peptidase, Clan MG, Family M24","MetAP2"
"Tb927.9.12680",3.0408542669377e-06,0.345310305049487,0.296,0.111,0.0282738629739867,3.78412154513523e-14,0.647531355514589,0.318,0.118,3.51847621266674e-10,3.0408542669377e-06,7.5682430902703e-14,"Tb927.9.12680","hypothetical protein, conserved","N/A"
"Tb927.10.14930",0.000223341839569956,1.19799121535723,0.163,0.051,1,4.92687502113025e-14,18.8043232587712,0.694,0.479,4.58100839464691e-10,0.000223341839569956,9.85375004226025e-14,"Tb927.10.14930","Zinc finger CCCH domain-containing protein 39","ZC3H39"
"Tb927.6.4570",5.21786401439185e-14,1.39633950946224,0.393,0.075,4.85156996058154e-10,7.53935775475829e-11,0.687255961578815,0.159,0.045,7.01009484037426e-07,7.53935775475829e-11,1.04357280287834e-13,"Tb927.6.4570","hypothetical protein, conserved","N/A"
"Tb927.6.4340",7.06298231135345e-08,1.71199106340692,0.148,0.012,0.000656716095309644,5.71136756223398e-14,0.273865677952502,0.182,0.045,5.31042955936515e-10,7.06298231135345e-08,1.14227351244676e-13,"Tb927.6.4340","small nuclear ribonucleoprotein, putative","Sm15K"
"Tb927.7.3360",1.90165596256044e-05,3.19120335020634,0.148,0.032,0.17681597139887,5.83450632884682e-14,0.458391158582937,0.194,0.051,5.42492398456177e-10,1.90165596256044e-05,1.16690126576933e-13,"Tb927.7.3360","farnesyl pyrophosphate synthase","FPPS"
"Tb927.4.2320",7.55918641533901e-14,4.11259174457787,0.274,0.024,7.02853152898221e-10,8.91567612736175e-08,0.486205164107568,0.188,0.073,0.000828979566322096,8.91567612736175e-08,1.51183728306774e-13,"Tb927.4.2320","hypothetical protein, conserved","N/A"
"Tb927.11.11560",2.81191935482686e-09,1.46938381350869,0.326,0.083,2.61452261611801e-05,7.86517258988816e-14,1.79071950621778,0.259,0.085,7.31303747407801e-10,2.81191935482686e-09,1.57303451797757e-13,"Tb927.11.11560","DNA topoisomerase II beta, putative","TOP2B"
"Tb927.8.6340",5.81795549354846e-09,0.771977143888193,0.333,0.099,5.40953501790136e-05,8.24290129378765e-14,1.87736664608708,0.588,0.34,7.66424962296375e-10,5.81795549354846e-09,1.64858025875746e-13,"Tb927.8.6340","CYC2-like cyclin, putative","CYC10"
"Tb927.9.14220",2.37506402322459e-09,0.397641818841644,0.385,0.126,2.20833452879422e-05,9.92461856150366e-14,1.06221701778909,0.353,0.146,9.2279103384861e-10,2.37506402322459e-09,1.98492371230063e-13,"Tb927.9.14220","metacaspase 5, putative","MCA5"
"Tb927.4.2410",0.000270592672146276,2.94130905898828,0.104,0.02,1,1.04832526235553e-13,0.686666619208803,0.282,0.098,9.74732828938171e-10,0.000270592672146276,2.09665052471094e-13,"Tb927.4.2410","Glycosyl hydrolase family 65 central catalytic domain/Haloacid dehalogenase-like hydrolase, putative","N/A"
"Tb927.3.3060",1.59883901360103e-05,1.92740304356277,0.119,0.016,0.148660051484624,1.08580807937428e-13,0.934213795236943,0.4,0.176,1.00958435220221e-09,1.59883901360103e-05,2.17161615874844e-13,"Tb927.3.3060","hypothetical protein, conserved","N/A"
"Tb927.7.640",0.000970355638519917,0.257098963651865,0.156,0.055,1,1.17301691505354e-13,0.426403858858157,0.229,0.068,1.09067112761678e-09,0.000970355638519917,2.34603383010694e-13,"Tb927.7.640","hypothetical protein, conserved","N/A"
"Tb927.9.12320",2.19423841337327e-10,0.256293824709479,0.43,0.138,2.04020287675446e-06,1.51930139796048e-13,1.38597446369928,0.294,0.109,1.41264643982365e-09,2.19423841337327e-10,3.03860279592072e-13,"Tb927.9.12320","cystathione gamma lyase, putative","N/A"
"Tb927.3.4290",6.34654520754642e-05,1.68843482038842,0.133,0.028,0.590101773397666,1.56388531760168e-13,2.76803775862792,0.535,0.318,1.45410056830604e-09,6.34654520754642e-05,3.1277706352031e-13,"Tb927.3.4290","Paraflagellar rod protein 1-1","PFR1-1"
"Tb927.8.1580",2.43129430922045e-10,3.16008867250245,0.178,0.008,2.26061744871317e-06,1.57493258943127e-13,0.345602866410339,0.153,0.034,1.46437232165319e-09,2.43129430922045e-10,3.14986517886228e-13,"Tb927.8.1580","hypothetical protein, conserved","N/A"
"Tb927.11.16320",5.40385464650568e-05,2.88727987073628,0.148,0.036,0.502450405032098,1.60331888566738e-13,0.314302896353913,0.171,0.041,1.49076589989353e-09,5.40385464650568e-05,3.20663777133449e-13,"Tb927.11.16320","hypothetical protein, conserved","N/A"
"Tb927.3.4640",1.3236016639028e-08,2.66066960342157,0.23,0.043,0.000123068482709683,1.62000775512116e-13,1.26651934437155,0.329,0.128,1.50628321071165e-09,1.3236016639028e-08,3.24001551024204e-13,"Tb927.3.4640","VIT family, putative","POMP26"
"Tb927.9.14990",1.65430735364995e-13,1.44822634755416,0.333,0.051,1.53817497742373e-09,2.30907896804483e-07,0.319779652631365,0.129,0.042,0.00214698162448808,2.30907896804483e-07,3.30861470729962e-13,"Tb927.9.14990","hypothetical protein, conserved","N/A"
"Tb927.2.4930",1.33274573392926e-05,1.29212356563551,0.178,0.043,0.123918698340743,1.6699776131667e-13,0.38565954065502,0.171,0.042,1.55274518472239e-09,1.33274573392926e-05,3.33995522633311e-13,"Tb927.2.4930","esterase, putative","N/A"
"Tb927.9.12000",0.000724800782869048,0.36416177239734,0.133,0.04,1,1.78780531666352e-13,0.312816906178786,0.153,0.034,1.66230138343374e-09,0.000724800782869048,3.57561063332671e-13,"Tb927.9.12000","LEM3 (ligand-effect modulator 3) family / CDC50 family, putative","N/A"
"Tb927.5.2940",3.6385815566765e-12,1.34178851483763,0.481,0.154,3.38315313139781e-08,1.86567514772215e-13,0.542263051310796,0.229,0.07,1.73470475235205e-09,3.6385815566765e-12,3.73135029544393e-13,"Tb927.5.2940","stress-induced protein sti1, putative","STI1"
"Tb927.9.8030",2.6659750003647e-06,0.885252207498445,0.111,0.008,0.0247882355533909,1.94407935772783e-13,0.595095696724483,0.129,0.025,1.80760498681533e-09,2.6659750003647e-06,3.88815871545527e-13,"Tb927.9.8030","hypothetical protein, conserved","N/A"
"Tb927.11.7060",7.00654242333473e-11,3.15577744256194,0.4,0.107,6.51468314521663e-07,2.35130558039357e-13,0.466192590881527,0.194,0.053,2.18624392864994e-09,7.00654242333473e-11,4.70261116078658e-13,"Tb927.11.7060","acidocalcisomal pyrophosphatase","VSP1"
"Tb927.11.11770",3.8481102844262e-05,0.923042580634789,0.156,0.036,0.357797294245948,2.59041647266702e-13,0.662077849337607,0.376,0.162,2.40856923628579e-09,3.8481102844262e-05,5.18083294533336e-13,"Tb927.11.11770","Eukaryotic translation initiation factor 4E-3","EIF4E3"
"Tb927.4.180",1.20241955582173e-05,0.577177203535137,0.207,0.059,0.111800970300305,2.66991667812466e-13,1.05517866671981,0.265,0.091,2.48248852732031e-09,1.20241955582173e-05,5.33983335624862e-13,"Tb927.4.180","hypothetical protein","N/A"
"Tb927.11.8380",9.96787537637633e-13,2.0454072116446,0.348,0.063,9.26813052495471e-09,2.86085992023644e-13,0.60251006675989,0.294,0.108,2.66002755383584e-09,9.96787537637633e-13,5.72171984047204e-13,"Tb927.11.8380","NADPH--cytochrome P450 reductase, putative","CPR"
"Tb927.3.960",6.04932391940142e-10,0.348524659785332,0.333,0.079,5.62466138025944e-06,2.93994179280719e-13,0.517068856908156,0.394,0.169,2.73355787895213e-09,6.04932391940142e-10,5.87988358561351e-13,"Tb927.3.960","protein transport protein Sec61 gamma subunit, putative","N/A"
"Tb927.9.1920",9.68449928099789e-12,3.05590866401981,0.252,0.028,9.00464743147183e-08,3.0503207629416e-13,0.303129115151581,0.147,0.032,2.8361882453831e-09,9.68449928099789e-12,6.10064152588225e-13,"Tb927.9.1920","hypothetical protein, conserved","N/A"
"Tb927.3.2100",1.59613668270734e-06,1.41148870987072,0.237,0.067,0.0148408788758129,3.14059881738852e-13,0.44157484526938,0.229,0.071,2.92012878040785e-09,1.59613668270734e-06,6.28119763477605e-13,"Tb927.3.2100","hypothetical protein, conserved","N/A"
"Tb927.7.5550",2.49736839502253e-11,0.97009314646116,0.378,0.091,2.32205313369194e-07,3.30350893528913e-13,0.671455361391333,0.241,0.078,3.07160260803183e-09,2.49736839502253e-11,6.60701787057715e-13,"Tb927.7.5550","TLD, putative","N/A"
"Tb927.10.7710",5.37576368100788e-09,1.3682263551286,0.296,0.071,4.99838507060113e-05,3.57800478973495e-13,0.287433219275521,0.206,0.059,3.32682885349555e-09,5.37576368100788e-09,7.15600957946861e-13,"Tb927.10.7710","40S ribosomal protein S8, putative","N/A"
"Tb927.6.5050",3.63684421384351e-13,0.882829552255046,0.363,0.067,3.3815377500317e-09,1.06828480057176e-12,0.714961148823461,0.253,0.087,9.93291207571619e-09,1.06828480057176e-12,7.27368842768567e-13,"Tb927.6.5050","V-type ATPase, C subunit, putative","N/A"
"Tb927.5.1090",1.24587857253469e-06,0.518183039200575,0.222,0.055,0.0115841789674276,3.92852381265711e-13,0.950936312949147,0.465,0.229,3.65274144100858e-09,1.24587857253469e-06,7.85704762531265e-13,"Tb927.5.1090","threonyl-tRNA synthetase, putative","N/A"
"Tb927.4.4900",4.21665029751601e-06,1.91944813354049,0.193,0.047,0.0392064144663039,4.19330800282512e-13,0.726246768575888,0.276,0.097,3.8989377810268e-09,4.21665029751601e-06,8.38661600564849e-13,"Tb927.4.4900","hypothetical protein","N/A"
"Tb927.6.4370",1.66603735493238e-05,0.359718889969251,0.274,0.103,0.154908153261613,4.31685859957831e-13,0.374569370035275,0.182,0.048,4.01381512588792e-09,1.66603735493238e-05,8.63371719915476e-13,"Tb927.6.4370","eukaryotic translation initiation factor 3 subunit d","EIF3D"
"Tb927.7.3020",5.45909034083951e-13,2.4530398725643,0.37,0.075,5.07586219891257e-09,1.05967350284665e-08,0.275518425952667,0.141,0.042,9.85284422946815e-05,1.05967350284665e-08,1.0918180681676e-12,"Tb927.7.3020","Nitroreductase family, putative","N/A"
"Tb927.11.15480",5.86094292817676e-13,0.700150864319418,0.274,0.028,5.44950473461875e-09,2.6581278606459e-10,0.333241289049142,0.176,0.054,2.47152728482856e-06,2.6581278606459e-10,1.17218858563501e-12,"Tb927.11.15480","heat shock protein Hsp20, putative","ACDP"
"Tb927.11.12410",0.000146870846707239,1.91872467833264,0.141,0.036,1,6.8654346933081e-13,1.06447541338734,0.641,0.411,6.38348117783787e-09,0.000146870846707239,1.37308693866115e-12,"Tb927.11.12410","kinetoplastid kinetochore protein 10","KKT10"
"Tb927.11.8050",1.30727872157923e-05,0.446432031260179,0.244,0.083,0.121550775532436,8.23897403856197e-13,0.530634472450681,0.182,0.049,7.66059806105492e-09,1.30727872157923e-05,1.64779480771171e-12,"Tb927.11.8050","Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative","N/A"
"Tb927.9.10070",3.27642113170993e-08,2.31151561820703,0.207,0.036,0.000304641636826389,9.94584700140947e-13,0.367748307197966,0.1,0.016,9.24764854191052e-09,3.27642113170993e-08,1.9891694002809e-12,"Tb927.9.10070","hypothetical protein, conserved","N/A"
"Tb927.10.12000",1.94021225319436e-09,2.12651894353115,0.222,0.032,1.80400935302011e-05,1.08542431312718e-12,0.335163430566998,0.153,0.036,1.00922752634565e-08,1.94021225319436e-09,2.17084862625318e-12,"Tb927.10.12000","iron-sulfur cluster assembly protein, putative","N/A"
"Tb927.4.600",7.50025711493746e-05,0.435661246720861,0.156,0.04,0.697373906546885,1.15310554131331e-12,0.350891882508433,0.176,0.046,1.07215753231311e-08,7.50025711493746e-05,2.30621108262528e-12,"Tb927.4.600","Alpha/beta hydrolase family, putative","N/A"
"Tb927.9.9810",8.16242918354107e-12,3.32648109935604,0.244,0.024,7.58942665485648e-08,1.15798342878351e-12,0.377287025901102,0.153,0.036,1.07669299208291e-08,8.16242918354107e-12,2.31596685756567e-12,"Tb927.9.9810","hypothetical protein, conserved","N/A"
"Tb927.11.15180",1.18023119862766e-12,4.18013662820807,0.311,0.047,1.097378968484e-08,1.79630726186002e-08,0.440731806407584,0.176,0.063,0.000167020649207744,1.79630726186002e-08,2.36046239725393e-12,"Tb927.11.15180","hypothetical protein, conserved","N/A"
"Tb927.10.11520",3.06174873866233e-06,1.34976441788504,0.215,0.055,0.0284681397720823,1.20660405950492e-12,0.34460756081571,0.165,0.041,1.12190045452767e-08,3.06174873866233e-06,2.41320811900838e-12,"Tb927.10.11520","mitochondrial import inner membrane translocase subunit tim13","TIM13"
"Tb927.10.10420",2.86050721856508e-12,4.66703928605473,0.237,0.02,2.65969961182181e-08,1.28669307469535e-12,0.530580000835486,0.224,0.07,1.19636722085173e-08,2.86050721856508e-12,2.57338614938903e-12,"Tb927.10.10420","monothiol glutaredoxin, putative","N/A"
"Tb927.11.9860",1.33462365272785e-12,0.742444735496433,0.533,0.17,1.24093307230636e-08,1.95283373571718e-12,1.78224327138107,0.5,0.271,1.81574480746984e-08,1.95283373571718e-12,2.66924730545392e-12,"Tb927.11.9860","EF-hand domain pair, putative","N/A"
"Tb927.9.9840",1.34701438408617e-12,0.62573655055666,0.415,0.103,1.25245397432332e-08,6.45407020250407e-09,0.470387473693414,0.206,0.077,6.00099447428829e-05,6.45407020250407e-09,2.69402876817052e-12,"Tb927.9.9840","lipoic acid containing carrier protein, putative","GCVH"
"Tb927.11.6040",1.4638276251042e-12,0.51476829219518,0.719,0.375,1.36106692582189e-08,1.06657316736057e-10,0.796178874631042,0.376,0.18,9.91699731011856e-07,1.06657316736057e-10,2.92765525020625e-12,"Tb927.11.6040","Nodulin-like, putative","N/A"
"Tb927.11.9770",1.47956145142779e-07,4.96740906303582,0.119,0.004,0.00137569623753756,1.91956818834247e-12,1.39234138500642,0.376,0.17,1.78481450152083e-08,1.47956145142779e-07,3.83913637668126e-12,"Tb927.11.9770","hypothetical protein, conserved","N/A"
"Tb927.10.8980",5.79143439172524e-09,1.07514802990849,0.244,0.043,5.38487569742613e-05,1.96947833251555e-12,1.09889666167591,0.2,0.06,1.83122095357296e-08,5.79143439172524e-09,3.93895666502722e-12,"Tb927.10.8980","hypothetical protein, conserved","N/A"
"Tb927.11.16870",7.08157520699994e-12,1.60522259776331,0.274,0.036,6.58444862746854e-08,1.98236499844571e-12,0.340309710316529,0.194,0.055,1.84320297555482e-08,7.08157520699994e-12,3.96472999688747e-12,"Tb927.11.16870","NADH-ubiquinone oxidoreductase B8 subunit","NDUFA2"
"Tb927.4.1970",2.57021514836894e-09,3.59528013078763,0.193,0.02,2.38978604495344e-05,2.06582561768007e-12,0.511335140400008,0.212,0.065,1.92080465931893e-08,2.57021514836894e-09,4.13165123535587e-12,"Tb927.4.1970","Domain of unknown function DUF21, putative","N/A"
"Tb927.11.4910",2.09995179092579e-12,1.63621116760519,0.333,0.055,1.9525351752028e-08,5.51699430520258e-06,0.426169840285958,0.141,0.055,0.0512970130497736,5.51699430520258e-06,4.19990358184717e-12,"Tb927.11.4910","predicted ankyrin repeat family protein","N/A"
"Tb927.3.5150",0.000143445226482879,0.856472217598411,0.119,0.024,1,3.04249534842632e-12,0.303613372235342,0.147,0.035,2.82891217496679e-08,0.000143445226482879,6.08499069684337e-12,"Tb927.3.5150","exonuclease, putative","N/A"
"Tb927.11.16520",1.6241651504893e-07,1.29737325604314,0.2,0.036,0.00151014875692495,3.11666136832517e-12,0.355093971855573,0.159,0.04,2.89787174026874e-08,1.6241651504893e-07,6.23332273664061e-12,"Tb927.11.16520","hypothetical protein, conserved","N/A"
"Tb927.8.6970",1.82895732826795e-06,0.304336982679309,0.244,0.071,0.0170056452382354,3.1798755973197e-12,0.477303584094455,0.182,0.051,2.95664833038786e-08,1.82895732826795e-06,6.35975119462928e-12,"Tb927.8.6970","3-methylcrotonyl-CoA carboxylase alpha subunit, putative","N/A"
"Tb927.10.10030",2.44612140749495e-09,1.13702819825297,0.193,0.02,2.27440368468881e-05,3.7651011304541e-12,0.260964679704782,0.147,0.035,3.50079103109622e-08,2.44612140749495e-09,7.53020226089401e-12,"Tb927.10.10030","hypothetical protein, conserved","N/A"
"Tb927.6.4020",3.76924293404719e-12,5.51710918255986,0.311,0.055,3.50464208007708e-08,1.03980999101346e-08,0.45467147984286,0.229,0.092,9.66815329644317e-05,1.03980999101346e-08,7.53848586808017e-12,"Tb927.6.4020","hypothetical protein, conserved","N/A"
"Tb927.11.7530",3.19479496084732e-05,0.78491008695512,0.193,0.055,0.297052035459584,5.1383697410313e-12,0.718565225361137,0.171,0.046,4.77765618521091e-08,3.19479496084732e-05,1.02767394820362e-11,"Tb927.11.7530","long-chain-fatty-acid-CoA ligase, putative","N/A"
"Tb927.8.5190",3.4487261119652e-11,0.955753517937674,0.304,0.059,3.20662553890524e-07,5.28392588137387e-12,1.22473510817041,0.194,0.058,4.91299428450142e-08,3.4487261119652e-11,1.05678517627198e-11,"Tb927.8.5190","hypothetical protein, conserved","N/A"
"Tb927.11.15410",1.2374206179701e-08,1.48544460540112,0.163,0.012,0.00011505536905886,6.61776569641319e-12,0.383426385390779,0.159,0.041,6.15319854452499e-08,1.2374206179701e-08,1.32355313927825e-11,"Tb927.11.15410","hypothetical protein, conserved","N/A"
"Tb927.10.3760",7.86790809271228e-07,1.70513914611386,0.193,0.04,0.00731558094460388,7.22435964228477e-12,0.387819036594138,0.2,0.061,6.71720959539638e-08,7.86790809271228e-07,1.44487192845173e-11,"Tb927.10.3760","vacuolar ATP synthase subunit d, putative","N/A"
"Tb927.10.3840",9.81911040938027e-10,1.02120919728038,0.178,0.012,9.12980885864178e-06,7.54572304598781e-12,1.8247365232206,0.359,0.158,7.01601328815946e-08,9.81911040938027e-10,1.50914460919186e-11,"Tb927.10.3840","60S ribosomal protein L18a, putative","N/A"
"Tb927.10.11010",1.7265108877635e-09,1.67902453032607,0.163,0.008,1.6053098234425e-05,7.78126227593479e-12,0.316417397283574,0.147,0.036,7.23501766416416e-08,1.7265108877635e-09,1.5562524551809e-11,"Tb927.10.11010","hypothetical protein, conserved","N/A"
"Tb927.11.18680",8.27222673354013e-12,0.852158236397745,0.4,0.111,7.69151641684561e-08,3.67754774563055e-10,1.64486309120159,0.435,0.248,3.41938389388728e-06,3.67754774563055e-10,1.65444534670118e-11,"Tb927.11.18680","dynein light chain LC8, putative","DYNLL1"
"Tb927.10.7590",1.06183609872628e-09,1.17753876277654,0.23,0.032,9.87295204595692e-06,8.70739142480276e-12,0.447042940625059,0.176,0.049,8.09613254678161e-08,1.06183609872628e-09,1.74147828495297e-11,"Tb927.10.7590","hypothetical protein, conserved","N/A"
"Tb927.3.5090",5.47174784754075e-11,1.09357281267572,0.319,0.059,5.08763114864339e-07,8.76696383786625e-12,0.587315960361556,0.253,0.091,8.15152297644803e-08,5.47174784754075e-11,1.75339276756556e-11,"Tb927.3.5090","tryparedoxin 2, putative","TXN2"
"Tb927.10.670",0.000390807177710928,1.34541520778147,0.126,0.032,1,9.0933021682461e-12,0.284260179243387,0.129,0.028,8.45495235603522e-08,0.000390807177710928,1.81866043364095e-11,"Tb927.10.670","hypothetical protein, conserved","N/A"
"Tb927.4.500",1.27465624784567e-06,0.481418910228965,0.148,0.02,0.0118517537924691,9.46128977580507e-12,0.327360226757853,0.165,0.044,8.79710723354355e-08,1.27465624784567e-06,1.89225795515206e-11,"Tb927.4.500","FHA domain containing protein, putative","N/A"
"Tb927.11.8220",1.33578909239871e-08,2.27601576325507,0.17,0.016,0.000124201669811232,9.70172199674607e-12,0.405906719753242,0.141,0.034,9.02066111257449e-08,1.33578909239871e-08,1.94034439933979e-11,"Tb927.11.8220","aurora B kinase","AUK1"
"Tb927.11.5390",0.000362894324606284,0.829416748196257,0.104,0.02,1,9.8244073058846e-12,0.254088849773479,0.176,0.049,9.1347339130115e-08,0.000362894324606284,1.96488146116726e-11,"Tb927.11.5390","mitochondrial import inner membrane translocase subunit, putative","TIM8-13"
"Tb927.6.3850",4.56067050975263e-05,0.869675776011526,0.156,0.04,0.4240511439968,1.13251803438693e-11,0.457546248660417,0.229,0.077,1.05301526837296e-07,4.56067050975263e-05,2.26503606876103e-11,"Tb927.6.3850","chaperone protein DnaJ, putative","J9"
"Tb927.10.12030",3.39600532716251e-05,0.661634984906199,0.156,0.036,0.31576057531957,1.18289478695162e-11,2.36861746219134,0.559,0.337,1.09985557290761e-07,3.39600532716251e-05,2.36578957388923e-11,"Tb927.10.12030","hypothetical protein, conserved","N/A"
"Tb927.10.4620",0.000115965470207709,1.16208568220966,0.111,0.02,1,1.21517033316238e-11,0.413863858019733,0.259,0.094,1.12986537577438e-07,0.000115965470207709,2.43034066630998e-11,"Tb927.10.4620","peptidyl-prolyl cis-trans isomerase, putative","PPIase"
"Tb927.6.560",1.22877208772909e-11,0.786153343244166,0.37,0.091,1.14251228717051e-07,2.23351694879e-09,0.443680733367238,0.235,0.092,2.07672405898494e-05,2.23351694879e-09,2.45754417544307e-11,"Tb927.6.560","cysteine peptidase C (CPC)","catB"
"Tb927.3.4880",1.68717509734077e-09,0.545906287947819,0.274,0.051,1.56873540550745e-05,1.32565979177947e-11,0.507878017910768,0.176,0.05,1.23259847439655e-07,1.68717509734077e-09,2.65131958354136e-11,"Tb927.3.4880","nucleosome assembly protein (NAP), putative","N/A"
"Tb927.9.9730",3.61265865086078e-06,1.4772663740498,0.163,0.032,0.0335905001357035,1.33085166969312e-11,0.3128379015183,0.141,0.034,1.23742588248066e-07,3.61265865086078e-06,2.66170333936852e-11,"Tb927.9.9730","Flagellar pocket protein FP45","FP45"
"Tb927.4.150",5.5412663800902e-06,1.79762763021268,0.178,0.04,0.0515226948020787,1.43091571160401e-11,0.486317644268983,0.212,0.069,1.33046542864941e-07,5.5412663800902e-06,2.86183142318753e-11,"Tb927.4.150","Protein of unknown function (DUF1181), putative","N/A"
"Tb927.11.15910",2.98477026920368e-06,1.16654709706187,0.215,0.055,0.0277523939630558,1.75096079214961e-11,0.409068220079701,0.159,0.042,1.62804334454071e-07,2.98477026920368e-06,3.50192158426855e-11,"Tb927.11.15910","iron superoxide dismutase","SODB1"
"Tb927.9.10550",0.000932585675360468,0.680405160929369,0.133,0.04,1,1.78134100354006e-11,0.300282947320801,0.159,0.042,1.65629086509155e-07,0.000932585675360468,3.56268200704838e-11,"Tb927.9.10550","Spindle assembly abnormal protein 6 homolog","SAS6"
"Tb927.5.3770",1.89298240752671e-11,1.76086223231291,0.281,0.043,1.76009504251833e-07,2.30978297087106e-10,2.47269303873709,0.294,0.13,2.14763620631591e-06,2.30978297087106e-10,3.78596481501758e-11,"Tb927.5.3770","hypothetical protein, conserved","N/A"
"Tb927.11.12960",1.93909597009847e-11,2.02350570217248,0.267,0.036,1.80297143299755e-07,1.92594335148017e-10,0.355692539831933,0.141,0.037,1.79074212820627e-06,1.92594335148017e-10,3.87819194015933e-11,"Tb927.11.12960","hypothetical protein, conserved","N/A"
"Tb927.4.4040",2.98095338547938e-08,2.5969697476058,0.185,0.024,0.000277169045781872,2.35202535998694e-11,0.376917591983593,0.171,0.048,2.18691317971586e-07,2.98095338547938e-08,4.70405071991854e-11,"Tb927.4.4040","hypothetical protein, conserved","N/A"
"Tb927.10.660",4.43251800196364e-07,2.271453671627,0.163,0.024,0.00412135523822579,2.56554534373912e-11,0.270070648122251,0.124,0.027,2.38544406060864e-07,4.43251800196364e-07,5.13109068741241e-11,"Tb927.10.660","2-oxoisovalerate dehydrogenase alpha subunit, putative","N/A"
"Tb927.3.5350",1.57759372273289e-09,1.93172832381149,0.2,0.02,1.46684664339704e-05,2.64647639919032e-11,0.253716455304155,0.218,0.071,2.46069375596716e-07,1.57759372273289e-09,5.29295279831061e-11,"Tb927.3.5350","hypothetical protein, conserved","N/A"
"Tb927.4.3430",2.65903536551215e-11,2.36742641981958,0.274,0.04,2.4723710828532e-07,1.01024120730611e-06,0.342097815665623,0.159,0.062,0.00939322274553225,1.01024120730611e-06,5.31807073095358e-11,"Tb927.4.3430","Mitochondrial import inner membrane translocase subunit TIM12","TIM12"
"Tb927.10.700",2.90089281939935e-11,4.1415310446953,0.222,0.02,2.69725014347752e-07,3.12999373545869e-08,0.629777373097107,0.135,0.041,0.000291026817522949,3.12999373545869e-08,5.80178563871454e-11,"Tb927.10.700","hypothetical protein, conserved","N/A"
"Tb927.8.7840",2.13694070610169e-07,0.298953990555533,0.281,0.079,0.00198692746853335,3.28596332127352e-11,0.671727778915543,0.2,0.063,3.05528869612012e-07,2.13694070610169e-07,6.57192664243906e-11,"Tb927.8.7840","dynein heavy chain, cytosolic, putative","N/A"
"Tb927.10.10390",3.83831830358093e-10,1.65126689641894,0.393,0.119,3.56886835866955e-06,3.31016978047707e-11,0.746019548170078,0.259,0.098,3.07779586188758e-07,3.83831830358093e-10,6.62033956084455e-11,"Tb927.10.10390","trypanothione reductase","TR"
"Tb927.10.4230",0.000148801342929561,0.439066092444123,0.156,0.043,1,3.49432517189021e-11,0.286694096039096,0.135,0.032,3.24902354482352e-07,0.000148801342929561,6.98865034365831e-11,"Tb927.10.4230","hypothetical protein, conserved","N/A"
"Tb927.11.17010",8.68628145154497e-10,3.22547266411965,0.2,0.02,8.07650449364651e-06,3.96587420954607e-11,0.373721868781261,0.2,0.064,3.68746984003594e-07,8.68628145154497e-10,7.93174841893486e-11,"Tb927.11.17010","Rab5-interacting protein (Rab5ip), putative","N/A"
"Tb927.5.4030",4.00989574973275e-11,1.78064318217206,0.281,0.043,3.72840106810151e-07,7.86801346670757e-07,0.321305076834339,0.135,0.047,0.0073156789213447,7.86801346670757e-07,8.01979149930471e-11,"Tb927.5.4030","U6 snRNA-associated Sm-like protein LSm7p","TbLSm7"
