gene.id,location,product.desc,gene.type,input.id,gene.name
Tb927.6.3260,"Tb927_06_v5.1:963,065..964,327(+)","hypothetical protein, conserved",protein coding,Tb927.6.3260,N/A
Tb927.6.3270,"Tb927_06_v5.1:965,157..966,554(+)","hypothetical protein, conserved",protein coding,Tb927.6.3270,N/A
Tb927.6.3280,"Tb927_06_v5.1:966,695..972,478(+)","cyclosome subunit 1, putative",protein coding,Tb927.6.3280,N/A
Tb927.6.3290,"Tb927_06_v5.1:972,624..973,415(+)",intraflagellar transport protein 20,protein coding,Tb927.6.3290,IFT20
Tb927.6.330,"Tb927_06_v5.1:162,303..167,074(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.330,N/A
Tb927.6.3300,"Tb927_06_v5.1:973,556..975,162(+)",GPI alpha-mannosyltransferase I,protein coding,Tb927.6.3300,GPI14
Tb927.6.3310,"Tb927_06_v5.1:975,350..978,787(+)","cysteine peptidase, Clan CA, family C2, putative",protein coding,Tb927.6.3310,N/A
Tb927.6.3320,"Tb927_06_v5.1:978,945..979,708(+)","ferric reductase transmembrane protein, putative",protein coding,Tb927.6.3320,N/A
Tb927.6.3330,"Tb927_06_v5.1:980,248..981,238(+)","hypothetical protein, conserved",protein coding,Tb927.6.3330,N/A
Tb927.6.3340,"Tb927_06_v5.1:981,421..982,090(+)","Domain of unknown function (DUF814), putative",protein coding,Tb927.6.3340,N/A
Tb927.6.3350,"Tb927_06_v5.1:982,336..984,161(+)","hypothetical protein, conserved",protein coding,Tb927.6.3350,YCF45
Tb927.6.3360,"Tb927_06_v5.1:984,312..984,836(+)","hypothetical protein, conserved",protein coding,Tb927.6.3360,N/A
Tb927.6.3380,"Tb927_06_v5.1:984,964..992,552(+)","expression site-associated gene 1 (ESAG1), degenerate",protein coding,Tb927.6.3380,N/A
Tb927.6.3390,"Tb927_06_v5.1:993,002..995,019(+)","expression site-associated gene 2 (ESAG2), frameshift",protein coding,Tb927.6.3390,N/A
Tb927.6.340,"Tb927_06_v5.1:167,181..174,252(+)","receptor-type adenylate cyclase GRESAG 4, pseudogene, putative",protein coding,Tb927.6.340,N/A
Tb927.6.3400,"Tb927_06_v5.1:995,715..1,006,996(-)","hypothetical protein, conserved",protein coding,Tb927.6.3400,N/A
Tb927.6.3410,"Tb927_06_v5.1:1,007,198..1,008,531(-)","hypothetical protein, conserved",protein coding,Tb927.6.3410,N/A
Tb927.6.3420,"Tb927_06_v5.1:1,008,770..1,009,920(-)",Mitoribosomal LSU assembly factor 9,protein coding,Tb927.6.3420,mt-LAF9
Tb927.6.3430,"Tb927_06_v5.1:1,010,173..1,014,077(-)","Serine/threonine-protein kinase NEK10, putative",protein coding,Tb927.6.3430,NEK10
Tb927.6.3440,"Tb927_06_v5.1:1,014,417..1,015,564(-)",NUDIX hydrolase domain-like domain-containing protein,protein coding,Tb927.6.3440,N/A
Tb927.6.3450,"Tb927_06_v5.1:1,015,698..1,018,412(-)","hypothetical protein, conserved",protein coding,Tb927.6.3450,N/A
Tb927.6.3460,"Tb927_06_v5.1:1,018,665..1,020,412(-)","hypothetical protein, conserved",protein coding,Tb927.6.3460,N/A
Tb927.6.3470,"Tb927_06_v5.1:1,020,572..1,021,902(-)","hypothetical protein, conserved",protein coding,Tb927.6.3470,N/A
Tb927.6.3480,"Tb927_06_v5.1:1,027,974..1,030,208(-)","RNA-binding protein, putative",protein coding,Tb927.6.3480,DRBD5
Tb927.6.3490,"Tb927_06_v5.1:1,030,847..1,037,637(-)",zinc finger protein 1,protein coding,Tb927.6.3490,ZFP1
Tb927.6.350,"Tb927_06_v5.1:173,052..175,414(-)","hypothetical protein, conserved",protein coding,Tb927.6.350,N/A
Tb927.6.3500,"Tb927_06_v5.1:1,037,562..1,045,182(-)","endosomal trafficking protein RME-8, putative",protein coding,Tb927.6.3500,J59
Tb927.6.3510,"Tb927_06_v5.1:1,045,384..1,047,324(-)","tRNA modification enzyme, putative",protein coding,Tb927.6.3510,N/A
Tb927.6.3520,"Tb927_06_v5.1:1,047,814..1,049,833(-)","Uncharacterised ACR, YagE family COG1723, putative",protein coding,Tb927.6.3520,N/A
Tb927.6.3530,"Tb927_06_v5.1:1,049,990..1,051,642(-)","hypothetical protein, conserved",protein coding,Tb927.6.3530,N/A
Tb927.6.3540,"Tb927_06_v5.1:1,051,768..1,053,517(-)","zinc-finger protein, conserved",protein coding,Tb927.6.3540,N/A
Tb927.6.3550,"Tb927_06_v5.1:1,056,159..1,060,649(-)","phospholipid-translocating P-type ATPase (flippase), putative",protein coding,Tb927.6.3550,N/A
Tb927.6.3560,"Tb927_06_v5.1:1,060,081..1,065,483(-)","hypothetical protein, conserved",protein coding,Tb927.6.3560,N/A
Tb927.6.3570,"Tb927_06_v5.1:1,065,767..1,067,983(-)","tubulin-tyrosine ligase-like protein, conserved",protein coding,Tb927.6.3570,N/A
Tb927.6.3580,"Tb927_06_v5.1:1,068,106..1,071,121(-)","ATP-dependent DEAD/H DNA helicase recQ, putative",protein coding,Tb927.6.3580,N/A
Tb927.6.3590,"Tb927_06_v5.1:1,071,264..1,074,706(-)","hypothetical protein, conserved",protein coding,Tb927.6.3590,N/A
Tb927.6.360,"Tb927_06_v5.1:175,685..179,190(-)","UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative",protein coding,Tb927.6.360,N/A
Tb927.6.3600,"Tb927_06_v5.1:1,074,918..1,076,518(-)",Mitoribosomal LSU assembly factor 24,protein coding,Tb927.6.3600,mt-LAF24
Tb927.6.3610,"Tb927_06_v5.1:1,076,743..1,078,058(-)","SET domain containing protein, putative",protein coding,Tb927.6.3610,N/A
Tb927.6.3620,"Tb927_06_v5.1:1,078,167..1,081,321(-)","zinc finger protein, putative",protein coding,Tb927.6.3620,N/A
Tb927.6.3630,"Tb927_06_v5.1:1,081,858..1,083,509(-)","sphingosine 1-phosphate lyase, putative",protein coding,Tb927.6.3630,SPL
Tb927.6.3640,"Tb927_06_v5.1:1,083,599..1,086,574(-)","zinc finger of C3HC4-type, RING/B-box zinc finger, putative",protein coding,Tb927.6.3640,N/A
Tb927.6.3650,"Tb927_06_v5.1:1,086,783..1,088,434(-)","ADP-ribosylation factor-like protein 3C, putative",protein coding,Tb927.6.3650,ARL3C
Tb927.6.3660,"Tb927_06_v5.1:1,089,107..1,090,019(-)","hypothetical protein, conserved",protein coding,Tb927.6.3660,N/A
Tb927.6.3670,"Tb927_06_v5.1:1,090,477..1,100,362(-)","paraflagellar rod component, putative",protein coding,Tb927.6.3670,PFC8
Tb927.6.3680,"Tb927_06_v5.1:1,100,706..1,101,506(-)",Present in the outer mitochondrial membrane proteome 31,protein coding,Tb927.6.3680,POMP31
Tb927.6.3690,"Tb927_06_v5.1:1,101,624..1,103,254(-)","pre-mRNA cleavage complex II Clp1-like, conserved",protein coding,Tb927.6.3690,CFIIm
Tb927.6.370,"Tb927_06_v5.1:179,707..180,681(-)","hypothetical protein, conserved",protein coding,Tb927.6.370,N/A
Tb927.6.3700,"Tb927_06_v5.1:1,103,412..1,104,219(-)","peptidyl-tRNA hydrolase PTH2, putative",protein coding,Tb927.6.3700,N/A
Tb927.6.3710,"Tb927_06_v5.1:1,105,138..1,107,905(-)","hypothetical protein, conserved",protein coding,Tb927.6.3710,N/A
Tb927.6.3720,"Tb927_06_v5.1:1,108,499..1,111,291(-)","hypothetical protein, conserved",protein coding,Tb927.6.3720,N/A
Tb927.6.3730,"Tb927_06_v5.1:1,111,418..1,112,514(-)","chaperone protein DnaJ, putative",protein coding,Tb927.6.3730,J38
Tb927.6.3740,"Tb927_06_v5.1:1,112,859..1,114,923(-)","heat shock 70 kDa protein, mitochondrial precursor, putative",protein coding,Tb927.6.3740,MtHSP70A
Tb927.6.3750,"Tb927_06_v5.1:1,115,025..1,117,483(-)","heat shock 70 kDa protein, mitochondrial precursor, putative",protein coding,Tb927.6.3750,MtHSP70B
Tb927.6.3755,"Tb927_06_v5.1:1,118,274..1,118,371(-)",hypothetical protein,protein coding,Tb927.6.3755,N/A
Tb927.6.3760,"Tb927_06_v5.1:1,118,485..1,119,975(-)",kinetoplastid kinetochore protein 15,protein coding,Tb927.6.3760,kkt15
Tb927.6.3770,"Tb927_06_v5.1:1,120,063..1,120,891(-)","hypothetical protein, conserved",protein coding,Tb927.6.3770,N/A
Tb927.6.3780,"Tb927_06_v5.1:1,121,010..1,122,853(-)","E3 ubiquitin-protein ligase, putative",protein coding,Tb927.6.3780,N/A
Tb927.6.3790,"Tb927_06_v5.1:1,122,959..1,125,528(-)","valosin-containing protein homolog, putative",protein coding,Tb927.6.3790,N/A
Tb927.6.380,"Tb927_06_v5.1:180,974..182,172(-)","hypothetical protein, conserved",protein coding,Tb927.6.380,N/A
Tb927.6.3800,"Tb927_06_v5.1:1,126,374..1,128,439(-)","heat shock 70 kDa protein, mitochondrial precursor, putative",protein coding,Tb927.6.3800,MtHSP70C
Tb927.6.3810,"Tb927_06_v5.1:1,128,949..1,131,008(-)","hypothetical protein, conserved",protein coding,Tb927.6.3810,N/A
Tb927.6.3820,"Tb927_06_v5.1:1,131,363..1,134,144(-)","hypothetical protein, conserved",protein coding,Tb927.6.3820,N/A
Tb927.6.3830,"Tb927_06_v5.1:1,134,634..1,137,042(-)","hypothetical protein, conserved",protein coding,Tb927.6.3830,N/A
Tb927.6.3840,"Tb927_06_v5.1:1,137,304..1,140,054(-)",reticulon domain protein,protein coding,Tb927.6.3840,N/A
Tb927.6.3850,"Tb927_06_v5.1:1,139,914..1,141,785(-)","chaperone protein DnaJ, putative",protein coding,Tb927.6.3850,J9
Tb927.6.3860,"Tb927_06_v5.1:1,142,186..1,144,347(-)","leucyl/phenylalanyl-tRNA protein transferase, putative",protein coding,Tb927.6.3860,N/A
Tb927.6.3870,"Tb927_06_v5.1:1,144,535..1,145,722(-)","RNA-binding protein, putative",protein coding,Tb927.6.3870,SGN1
Tb927.6.3880,"Tb927_06_v5.1:1,145,875..1,149,726(-)","hypothetical protein, conserved",protein coding,Tb927.6.3880,N/A
Tb927.6.3890,"Tb927_06_v5.1:1,149,970..1,151,822(-)","replication factor C, subunit 2, putative",protein coding,Tb927.6.3890,N/A
Tb927.6.390,"Tb927_06_v5.1:182,313..188,780(-)","adenylyl cyclase, pseudogene, putative",protein coding,Tb927.6.390,N/A
Tb927.6.3900,"Tb927_06_v5.1:1,152,745..1,154,686(-)","hypothetical protein, conserved",protein coding,Tb927.6.3900,N/A
Tb927.6.3910,"Tb927_06_v5.1:1,154,825..1,155,544(-)","hypothetical protein, conserved",protein coding,Tb927.6.3910,N/A
Tb927.6.3920,"Tb927_06_v5.1:1,156,031..1,156,574(-)","hypothetical protein, conserved",protein coding,Tb927.6.3920,N/A
Tb927.6.3930,"Tb927_06_v5.1:1,156,680..1,158,344(-)","LSU ribosomal protein, mitochondrial, putative",protein coding,Tb927.6.3930,KRIT1
Tb927.6.3940,"Tb927_06_v5.1:1,158,462..1,160,098(-)","Autophagy-related protein 27, putative",protein coding,Tb927.6.3940,N/A
Tb927.6.3950,"Tb927_06_v5.1:1,160,247..1,162,621(-)","hypothetical protein, conserved",protein coding,Tb927.6.3950,N/A
Tb927.6.3960,"Tb927_06_v5.1:1,162,290..1,164,831(-)",Nucleotide sugar transporter 4,protein coding,Tb927.6.3960,NST4
Tb927.6.3970,"Tb927_06_v5.1:1,164,981..1,166,247(-)","SH3 domain protein, conserved",protein coding,Tb927.6.3970,N/A
Tb927.6.3980,"Tb927_06_v5.1:1,166,942..1,167,874(-)","hypothetical protein, conserved",protein coding,Tb927.6.3980,N/A
Tb927.6.3990,"Tb927_06_v5.1:1,168,433..1,171,740(-)","hypothetical protein, conserved",protein coding,Tb927.6.3990,N/A
Tb927.6.400,"Tb927_06_v5.1:190,561..195,497(+)","peptidase M20/M25/M40, putative",protein coding,Tb927.6.400,N/A
Tb927.6.4000,"Tb927_06_v5.1:1,172,480..1,175,206(-)","small glutamine-rich tetratricopeptide repeat protein, putative",protein coding,Tb927.6.4000,SGT
Tb927.6.4010,"Tb927_06_v5.1:1,175,380..1,175,871(-)","Translation machinery associated TMA7, putative",protein coding,Tb927.6.4010,N/A
Tb927.6.4020,"Tb927_06_v5.1:1,176,352..1,176,891(-)","hypothetical protein, conserved",protein coding,Tb927.6.4020,N/A
Tb927.6.4030,"Tb927_06_v5.1:1,177,048..1,178,316(-)","superoxide dismutase, putative",protein coding,Tb927.6.4030,N/A
Tb927.6.4040,"Tb927_06_v5.1:1,178,691..1,179,454(-)",mitochondrial ribosomal protein L28,protein coding,Tb927.6.4040,MRPL28
Tb927.6.4050,"Tb927_06_v5.1:1,179,892..1,181,271(-)",zinc finger ccch domain-containing protein 14,protein coding,Tb927.6.4050,ZC3H14
Tb927.6.4060,"Tb927_06_v5.1:1,181,428..1,182,438(-)","Eukaryotic protein of unknown function (DUF872), putative",protein coding,Tb927.6.4060,N/A
Tb927.6.4070,"Tb927_06_v5.1:1,182,580..1,183,587(-)","hypothetical protein, conserved",protein coding,Tb927.6.4070,N/A
Tb927.6.4080,"Tb927_06_v5.1:1,183,727..1,184,603(-)","ribosomal protein, putative",protein coding,Tb927.6.4080,N/A
Tb927.6.4090,"Tb927_06_v5.1:1,184,760..1,186,958(-)","chaperonin HSP60, mitochondrial precursor, putative",protein coding,Tb927.6.4090,HSP60
Tb927.6.410,"Tb927_06_v5.1:195,637..198,261(+)","hypothetical protein, conserved",protein coding,Tb927.6.410,N/A
Tb927.6.4100,"Tb927_06_v5.1:1,186,902..1,189,864(-)","hypothetical protein, conserved",protein coding,Tb927.6.4100,N/A
Tb927.6.4120,"Tb927_06_v5.1:1,190,036..1,191,753(-)","GTPase activating protein, putative",protein coding,Tb927.6.4120,N/A
Tb927.6.4130,"Tb927_06_v5.1:1,191,867..1,192,834(-)",succinate dehydrogenase subunit 3,protein coding,Tb927.6.4130,SDH3
Tb927.6.4140,"Tb927_06_v5.1:1,194,375..1,195,354(-)","paraflagellar rod component, putative",protein coding,Tb927.6.4140,PFC4
Tb927.6.4150,"Tb927_06_v5.1:1,195,230..1,197,110(-)","hypothetical protein, conserved",protein coding,Tb927.6.4150,N/A
Tb927.6.4160,"Tb927_06_v5.1:1,197,218..1,198,438(-)","hypothetical protein, conserved",protein coding,Tb927.6.4160,N/A
Tb927.6.4170,"Tb927_06_v5.1:1,198,660..1,200,591(-)","hypothetical protein, conserved",protein coding,Tb927.6.4170,N/A
Tb927.6.4180,"Tb927_06_v5.1:1,200,861..1,202,011(-)","FUN14 family, putative",protein coding,Tb927.6.4180,POMP32
Tb927.6.4190,"Tb927_06_v5.1:1,201,951..1,204,258(-)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.6.4190,N/A
Tb927.6.4200,"Tb927_06_v5.1:1,204,440..1,205,998(-)","LSU ribosomal protein, mitochondrial, putative",protein coding,Tb927.6.4200,N/A
Tb927.6.4210,"Tb927_06_v5.1:1,206,154..1,208,503(-)","aldehyde dehydrogenase, putative",protein coding,Tb927.6.4210,ALDH
Tb927.6.4220,"Tb927_06_v5.1:1,209,784..1,211,131(-)",mitogen-activated protein kinase 5,protein coding,Tb927.6.4220,MAPK5
Tb927.6.4230,"Tb927_06_v5.1:1,211,388..1,212,963(-)","hypothetical protein, conserved",protein coding,Tb927.6.4230,N/A
Tb927.6.4240,"Tb927_06_v5.1:1,213,056..1,213,854(-)","hypothetical protein, conserved",protein coding,Tb927.6.4240,N/A
Tb927.6.4250,"Tb927_06_v5.1:1,214,157..1,214,893(-)","hypothetical protein, conserved",protein coding,Tb927.6.4250,N/A
Tb927.6.4260,"Tb927_06_v5.1:1,215,013..1,216,543(-)","hypothetical protein, conserved",protein coding,Tb927.6.4260,N/A
Tb927.6.4270,"Tb927_06_v5.1:1,217,303..1,218,029(-)","hypothetical protein, conserved",protein coding,Tb927.6.4270,N/A
Tb927.6.4280,"Tb927_06_v5.1:1,218,182..1,219,681(-)","glyceraldehyde 3-phosphate dehydrogenase, glycosomal",protein coding,Tb927.6.4280,GAPDH
Tb927.6.4290,"Tb927_06_v5.1:1,219,815..1,220,674(-)","hypothetical protein, conserved (pseudogene)",protein coding,Tb927.6.4290,N/A
Tb927.6.430,"Tb927_06_v5.1:198,955..206,077(+)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb927.6.430,N/A
Tb927.6.4300,"Tb927_06_v5.1:1,220,705..1,222,283(-)","glyceraldehyde 3-phosphate dehydrogenase, glycosomal",protein coding,Tb927.6.4300,GAPDH
Tb927.6.4310,"Tb927_06_v5.1:1,222,397..1,223,255(-)","hypothetical protein, conserved",protein coding,Tb927.6.4310,N/A
Tb927.6.4320,"Tb927_06_v5.1:1,223,573..1,224,962(-)","Protein of unknown function (DUF2817), putative",protein coding,Tb927.6.4320,N/A
Tb927.6.4330,"Tb927_06_v5.1:1,225,089..1,225,788(-)",telomere-associated protein,protein coding,Tb927.6.4330,N/A
Tb927.6.4340,"Tb927_06_v5.1:1,226,294..1,226,679(-)","small nuclear ribonucleoprotein, putative",protein coding,Tb927.6.4340,Sm15K
Tb927.6.4350,"Tb927_06_v5.1:1,226,980..1,228,141(-)","ribosomal RNA assembly protein, putative",protein coding,Tb927.6.4350,N/A
Tb927.6.4360,"Tb927_06_v5.1:1,228,277..1,229,284(-)","hypothetical protein, conserved",protein coding,Tb927.6.4360,N/A
Tb927.6.4370,"Tb927_06_v5.1:1,229,843..1,231,389(-)",eukaryotic translation initiation factor 3 subunit d,protein coding,Tb927.6.4370,EIF3D
Tb927.6.4380,"Tb927_06_v5.1:1,232,008..1,233,642(-)","Protein of unknown function (DUF544), putative",protein coding,Tb927.6.4380,N/A
Tb927.6.4390,"Tb927_06_v5.1:1,234,638..1,238,222(-)","kinesin, putative",protein coding,Tb927.6.4390,KHC1
Tb927.6.440,"Tb927_06_v5.1:206,205..207,458(+)",haptoglobin-hemoglobin receptor,protein coding,Tb927.6.440,HpHbR
Tb927.6.4400,"Tb927_06_v5.1:1,238,351..1,240,259(-)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.6.4400,N/A
Tb927.6.4410,"Tb927_06_v5.1:1,240,464..1,241,970(-)",S-adenosylmethionine decarboxylase,protein coding,Tb927.6.4410,AdoMetDC
Tb927.6.4420,"Tb927_06_v5.1:1,243,221..1,244,378(-)","tRNA (Guanine-1)-methyltransferase, putative",protein coding,Tb927.6.4420,N/A
Tb927.6.4430,"Tb927_06_v5.1:1,244,502..1,245,883(-)",homoserine kinase,protein coding,Tb927.6.4430,HSK
Tb927.6.4440,"Tb927_06_v5.1:1,246,125..1,248,137(-)",RNA-binding protein 42 (RNA-binding motif protein 42),protein coding,Tb927.6.4440,RBP42
Tb927.6.4450,"Tb927_06_v5.1:1,248,258..1,250,136(-)","Pentatricopeptide repeat protein (PPR), putative",protein coding,Tb927.6.4450,N/A
Tb927.6.4470,"Tb927_06_v5.1:1,255,609..1,256,656(-)",S-adenosylmethionine decarboxylase proenzyme,protein coding,Tb927.6.4470,N/A
Tb927.6.4480,"Tb927_06_v5.1:1,256,860..1,260,298(-)","valyl-tRNA synthetase, putative",protein coding,Tb927.6.4480,ValRS
Tb927.6.4490,"Tb927_06_v5.1:1,261,803..1,262,364(-)","hypothetical protein, conserved",protein coding,Tb927.6.4490,N/A
Tb927.6.450,"Tb927_06_v5.1:210,978..211,690(+)",procyclin PARP A,protein coding,Tb927.6.450,N/A
Tb927.6.4500,"Tb927_06_v5.1:1,262,519..1,263,767(-)","conserved repeat domain containing protein, putative",protein coding,Tb927.6.4500,N/A
Tb927.6.4510,"Tb927_06_v5.1:1,263,640..1,265,143(-)","hypothetical protein, conserved",protein coding,Tb927.6.4510,N/A
Tb927.6.4520,"Tb927_06_v5.1:1,265,264..1,266,852(-)","Tumour suppressor, Mitostatin, putative",protein coding,Tb927.6.4520,N/A
Tb927.6.4530,"Tb927_06_v5.1:1,267,575..1,268,654(-)","RNA-binding protein, putative",protein coding,Tb927.6.4530,RBP17
Tb927.6.4540,"Tb927_06_v5.1:1,270,202..1,272,028(-)","3-hydroxy-3-methylglutaryl-CoA reductase, putative",protein coding,Tb927.6.4540,N/A
Tb927.6.4550,"Tb927_06_v5.1:1,271,687..1,275,392(-)","hypothetical protein, conserved",protein coding,Tb927.6.4550,N/A
Tb927.6.4560,"Tb927_06_v5.1:1,275,521..1,276,802(-)","Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.6.4560,mS56
Tb927.6.4570,"Tb927_06_v5.1:1,277,120..1,277,635(-)","hypothetical protein, conserved",protein coding,Tb927.6.4570,N/A
Tb927.6.4580,"Tb927_06_v5.1:1,277,796..1,278,304(-)","Mitochondrial SSU ribosomal protein, putative",protein coding,Tb927.6.4580,mS73
Tb927.6.4590,"Tb927_06_v5.1:1,285,449..1,287,678(+)","glutamyl-tRNA synthetase, putative",protein coding,Tb927.6.4590,N/A
Tb927.6.460,"Tb927_06_v5.1:211,829..213,133(+)",procyclin associated gene 3 (PAG3) protein,protein coding,Tb927.6.460,PAG3
Tb927.6.4600,"Tb927_06_v5.1:1,287,786..1,290,687(+)","pre-mRNA splicing factor ATP-dependent RNA helicase, putative",protein coding,Tb927.6.4600,N/A
Tb927.6.4610,"Tb927_06_v5.1:1,290,844..1,292,372(+)","Ankyrin repeats (3 copies), putative",protein coding,Tb927.6.4610,N/A
Tb927.6.4620,"Tb927_06_v5.1:1,292,477..1,292,971(+)","hypothetical protein, conserved",protein coding,Tb927.6.4620,N/A
Tb927.6.4630,"Tb927_06_v5.1:1,293,187..1,294,785(+)","kinetoplastid-specific phospho-protein phosphatase, putative",protein coding,Tb927.6.4630,N/A
Tb927.6.4640,"Tb927_06_v5.1:1,295,599..1,298,593(+)","hypothetical protein, conserved",protein coding,Tb927.6.4640,N/A
Tb927.6.4650,"Tb927_06_v5.1:1,298,731..1,300,610(+)","UV excision repair RAD23 protein, putative",protein coding,Tb927.6.4650,N/A
Tb927.6.4660,"Tb927_06_v5.1:1,300,738..1,303,044(+)","cationic amino acid transporter, putative",protein coding,Tb927.6.4660,N/A
Tb927.6.4670,"Tb927_06_v5.1:1,302,966..1,304,792(+)",MORN repeat-containing protein 1,protein coding,Tb927.6.4670,MORN1
Tb927.6.4680,"Tb927_06_v5.1:1,305,050..1,307,247(+)","hypothetical protein, conserved",protein coding,Tb927.6.4680,N/A
Tb927.6.4690,"Tb927_06_v5.1:1,307,384..1,308,049(+)","60S ribosomal protein L9, putative",protein coding,Tb927.6.4690,N/A
Tb927.6.470,"Tb927_06_v5.1:213,240..218,293(+)","gene related to expression site-associated gene 2 (GRESAG2), putative",protein coding,Tb927.6.470,N/A
Tb927.6.4700,"Tb927_06_v5.1:1,308,780..1,310,397(+)","hypothetical protein, conserved",protein coding,Tb927.6.4700,N/A
Tb927.6.4710,"Tb927_06_v5.1:1,310,551..1,313,433(+)","calmodulin, putative",protein coding,Tb927.6.4710,N/A
Tb927.6.4720,"Tb927_06_v5.1:1,313,580..1,314,341(+)",zinc finger CCCH domain-containing protein 15,protein coding,Tb927.6.4720,ZC3H15
Tb927.6.4730,"Tb927_06_v5.1:1,314,993..1,315,661(+)",hypothetical protein,protein coding,Tb927.6.4730,N/A
Tb927.6.4740,"Tb927_06_v5.1:1,317,529..1,321,063(+)","importin-alpha re-exporter protein, putative",protein coding,Tb927.6.4740,N/A
Tb927.6.4750,"Tb927_06_v5.1:1,321,495..1,323,647(+)","hypothetical protein, conserved",protein coding,Tb927.6.4750,N/A
Tb927.6.4760,"Tb927_06_v5.1:1,324,618..1,327,106(+)","T-complex protein 11, putative",protein coding,Tb927.6.4760,N/A
Tb927.6.4770,"Tb927_06_v5.1:1,327,917..1,330,704(+)","protein mkt1, putative",protein coding,Tb927.6.4770,MKT1
Tb927.6.4780,"Tb927_06_v5.1:1,333,320..1,336,144(+)","DNA ligase I, putative",protein coding,Tb927.6.4780,N/A
Tb927.6.4790,"Tb927_06_v5.1:1,336,545..1,337,384(+)","hypothetical protein, conserved",protein coding,Tb927.6.4790,N/A
Tb927.6.480,"Tb927_06_v5.1:218,397..219,097(+)",surface protein EP3-2 procyclin precursor,protein coding,Tb927.6.480,N/A
Tb927.6.4800,"Tb927_06_v5.1:1,337,515..1,339,143(+)","hypothetical protein, conserved",protein coding,Tb927.6.4800,N/A
Tb927.6.4810,"Tb927_06_v5.1:1,339,284..1,340,362(+)","zinc-binding protein (Yippee), putative",protein coding,Tb927.6.4810,N/A
Tb927.6.4820,"Tb927_06_v5.1:1,340,813..1,341,954(+)",chromosomal passenger complex protein 1,protein coding,Tb927.6.4820,CPC1
Tb927.6.4830,"Tb927_06_v5.1:1,342,089..1,343,696(+)","MIZ/SP-RING zinc finger, putative",protein coding,Tb927.6.4830,N/A
Tb927.6.4840,"Tb927_06_v5.1:1,344,492..1,345,787(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4840,METK1
Tb927.6.4850,"Tb927_06_v5.1:1,346,598..1,348,550(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4850,METK1
Tb927.6.4860,"Tb927_06_v5.1:1,348,704..1,349,999(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4860,METK1
Tb927.6.4870,"Tb927_06_v5.1:1,350,808..1,352,693(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4870,METK1
Tb927.6.4880,"Tb927_06_v5.1:1,352,914..1,354,866(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4880,METK1
Tb927.6.4890,"Tb927_06_v5.1:1,355,020..1,356,905(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4890,METK1
Tb927.6.4900,"Tb927_06_v5.1:1,357,125..1,359,008(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4900,METK1
Tb927.6.4910,"Tb927_06_v5.1:1,359,229..1,361,112(+)",S-adenosylmethionine synthetase,protein coding,Tb927.6.4910,METK1
Tb927.6.4930,"Tb927_06_v5.1:1,362,900..1,363,672(+)","thiosulfate sulfurtransferase, mitochondrial, putative",protein coding,Tb927.6.4930,mS67
Tb927.6.4940,"Tb927_06_v5.1:1,363,770..1,365,229(+)","RF-1 domain containing protein, putative",protein coding,Tb927.6.4940,N/A
Tb927.6.4950,"Tb927_06_v5.1:1,365,362..1,366,051(+)",Protein mago nashi homolog,protein coding,Tb927.6.4950,MAGOH
Tb927.6.4960,"Tb927_06_v5.1:1,366,175..1,366,973(+)",Zinc finger CCCH domain-containing protein 47,protein coding,Tb927.6.4960,zc3h47
Tb927.6.4970,"Tb927_06_v5.1:1,367,387..1,370,104(+)","serine/arginine-rich protein specific kinase SRPK, putative",protein coding,Tb927.6.4970,N/A
Tb927.6.4980,"Tb927_06_v5.1:1,370,227..1,370,758(+)",40S ribosomal protein S14,protein coding,Tb927.6.4980,RPS14
Tb927.6.4990,"Tb927_06_v5.1:1,370,960..1,371,706(+)",mitochondrial ATP synthase delta chain,protein coding,Tb927.6.4990,N/A
Tb927.6.500,"Tb927_06_v5.1:220,647..225,702(+)","gene related to expression site-associated gene 2 (GRESAG2), putative",protein coding,Tb927.6.500,N/A
Tb927.6.5000,"Tb927_06_v5.1:1,371,948..1,373,470(+)","Protein of unknown function (DUF773), putative",protein coding,Tb927.6.5000,N/A
Tb927.6.5010,"Tb927_06_v5.1:1,373,730..1,375,737(+)","hypothetical protein, conserved",protein coding,Tb927.6.5010,N/A
Tb927.6.5020,"Tb927_06_v5.1:1,375,206..1,378,168(+)","cyclin 7, putative",protein coding,Tb927.6.5020,CYC7
Tb927.6.5030,"Tb927_06_v5.1:1,378,614..1,380,308(+)",Component of motile flagella protein 46,protein coding,Tb927.6.5030,CMF46
